elem_point_id,code,nom,genre,genre_desc,categorie,categorie_desc,sous_categorie,sous_categorie_desc,code_parent,code_parent_desc,adr_secteur,bien_reference,genre_bota,espece,variete,stadededeveloppement,equipe,remarques,anneedeplantation,raisondeplantation,traitementchenilles,courrier,identifiantplu,typeimplantationplu,intituleprotectionplu,anneeabattage,essouchement,diametrearbre,causeabattage,collectivite,stationmetro,hauteurarbre,portarbre,structure,forme,typenature,geo_point_2d
4219,ESP21991,AR21991,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1197,Pl Championnet,2,AR21991,Tilia,platyphyllos,,Arbre adulte,,,1981,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.18558396139879,5.72255333067672"
4223,ESP21992,AR21992,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP44,Pl J Achard,2,AR21992,Ginkgo,biloba,,Arbre adulte,,,1976,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Libre,Métropole de Grenoble,Tige,Libre,"45.18948680811771,5.729546925399412"
4227,ESP21993,AR21993,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1153,Pl Notre Dame,2,AR21993,Tilia,platyphyllos,,Arbre jeune,,,2002,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.19265609886172,5.731299672121403"
4232,ESP21994,AR21994,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP342,Pl Victor Hugo Voirie,2,AR21994,Aesculus,hippocastanum,,Arbre jeune,,,1980,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Semi-libre,Métropole de Grenoble,Tige,Semi-libre,"45.18940161687212,5.724915406447218"
4236,ESP21995,AR21995,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP959,Qu Claude Brosse,2,AR21995,Platanus,acerifolia,,Arbre adulte,,blessures racines et au collet liées au stationnement - taille par prolongement,1955,,,,,,,,,,,Grenoble Alpes Métropole,Alignement,de 10 m à 20 m,Architecturé,Métropole de Grenoble,,Architecturé,"45.19448201709638,5.73029347057192"
4245,ESP21997,AR21997,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP344,Esplan ceinture Sud-Ouest,2,AR21997,Platanus,acerifolia,,Arbre jeune,,Dominé- Jeune adulte,1950,,,,70,Alignement,L 123-1.7,,,,,Ville de Grenoble,,de 10 m à 20 m,Libre,Ville de Grenoble,,Libre,"45.19448982018273,5.71743764086751"
26783,ESP22309,AR22309,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP141,Caser Bonne Vallons Frenay,2,AR22309,Zelkova,serrata,,Arbre jeune,,,2012,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,Libre,Ville de Grenoble,,Libre,"45.18257213213851,5.722724767698163"
26792,ESP22311,AR22311,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP819,Pl d'Apvril,2,AR22311,Acer,negundo,,Arbre adulte,,,1974,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,Semi-libre,Ville de Grenoble,Tige,Semi-libre,"45.18633654266484,5.729574201560542"
26797,ESP22312,AR22312,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP292,Sq Sylvestri Boissieux Gambet,2,AR22312,Tilia,europaea,,Arbre adulte,,,1986,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,Libre,Ville de Grenoble,,Libre,"45.184826748858946,5.725207013903089"
26799,ESP22313,AR22313,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP293,Ec Lucie Aubrac,2,AR22313,Prunus,serrulata,,Arbre adulte,,,2004,,,,,,,,,,,Ville de Grenoble,,,,Ecole,,,"45.18393339296998,5.72687636136249"
26806,ESP22314,AR22314,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP74,Ave Randon impair Ronde Girard,2,AR22314,Liquidambar,styraciflua,,Arbre adulte,,,1984,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.19647060109025,5.735856166195356"
26811,ESP22315,AR22315,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP820,Ave Randon St Eynard Piquet,2,AR22315,Liquidambar,styraciflua,,Arbre adulte,,,1984,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.198855217738675,5.738725230385817"
26815,ESP22316,AR22316,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP581,Ave Randon Girard Masséna,2,AR22316,Liquidambar,styraciflua,,Arbre adulte,,,1984,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.19668553010247,5.735874098285187"
26820,ESP22317,AR22317,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP355,H de police bd Mal Leclerq,2,AR22317,Acer,pseudoplatanus,,Arbre adulte,,,1972,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19229751849965,5.736590559322919"
26822,ESP22318,AR22318,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP296,Pl DrGirard,2,AR22318,Platanus,acerifolia,,Arbre jeune,,,1968,,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.19700047880101,5.737010361899534"
26827,ESP22319,AR22319,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP817,Jard Hoche P Fugain buttes,2,AR22319,Sophora,japonicum,,Arbre adulte,,,1978,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,Libre,Ville de Grenoble,,Libre,"45.18428704420047,5.727152717633793"
26833,ESP22321,AR22321,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1030,Jard Hoche Ouest stabilisé pel,2,AR22321,Populus,nigra,Italica,Arbre adulte,,,1978,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,Libre,Ville de Grenoble,,Libre,"45.183867193097896,5.727877645219511"
24623,ESP22323,AR22323,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP28,R Alliés dev POINT P,4,AR22323,Liquidambar,styraciflua,,Arbre adulte,,,2007,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.171061144036635,5.726354630281506"
24627,ESP22324,AR22324,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP674,R des Alliés Reynoard Flaubert,4,AR22324,Platanus,acerifolia,,Arbre adulte,,,1965,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.16953011535258,5.730496108892148"
24639,ESP22327,AR22327,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR22327,Acer,pseudoplatanus,,Arbre adulte,,,1982,,,,,,,,,,,Grenoble Alpes Métropole,,,Libre,Métropole de Grenoble,Tige,Libre,"45.17313814829403,5.731486528813724"
24648,ESP22329,AR22329,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP736,R Alliés Stalingrad  H Balzac,4,AR22329,Platanus,acerifolia,,Arbre adulte,,,1974,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.172278754381686,5.722568149018011"
24653,ESP22330,AR22330,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP414,R Déportés Bourget  Mallifaud,4,AR22330,Betula,pendula,,Arbre adulte,,MODIF,1993,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.1789934453031,5.728148804018835"
24657,ESP22331,AR22331,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP155,R Déportés Bourget  Stalingrad,4,AR22331,Cercis,siliquastrum,,Arbre adulte,,MODIF,1993,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,Libre,Ville de Grenoble,,Libre,"45.17739495359478,5.726945196892695"
24662,ESP22332,AR22332,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP506,R Léo Lagrange piste cyclable,4,AR22332,Sophora,japonica,,Arbre vieillissant,,,1974,,,,,,,,,,,Grenoble Alpes Métropole,Alignement,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.17717506642968,5.722312534560958"
24666,ESP22333,AR22333,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP416,R Léo Lagrange voie ferrée,4,AR22333,Sophora,japonica,,Arbre vieillissant,,Lierre sur tronc,1974,,,,,,,,,,,Grenoble Alpes Métropole,Alignement,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.17716813038893,5.7222389482589024"
24671,ESP22334,AR22334,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP890,R Léo Lagrange trottoir park,4,AR22334,Ostrya,carpinifolia,Pyramidalis,Arbre jeune,,,2015,,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.17759850667742,5.722077252482952"
24676,ESP22335,AR22335,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP91,R L et A Lumière ang Pegoud,4,AR22335,Corylus,colurna,,Arbre adulte,,,1989,,,,,Isolé,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Libre,Métropole de Grenoble,,Libre,"45.182032118653844,5.73947294490906"
24680,ESP22336,AR22336,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP507,R Peretto face n 12 et 18,4,AR22336,Fraxinus,excelsior,,Arbre adulte,,,1990,,,,,,,,,,,Grenoble Alpes Métropole,Isolé,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.17990764225755,5.729003018267745"
24685,ESP22337,AR22337,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP505,Voie E O Stalingrad Berthelot,4,AR22337,Acer,pseudoplatanus,,Arbre adulte,,,1982,,,,,Groupé,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,Tige,Semi-libre,"45.17335971526799,5.730572317870295"
24689,ESP22338,AR22338,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP738,Voie E O Cargo à J Perrot,4,AR22338,Alnus,cordata,,Arbre vieillissant,,,1982,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Libre,Métropole de Grenoble,Tige,Libre,"45.17280032595555,5.736913119282824"
9904,ESP22655,AR22655,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP417,Prc Pompidou centre sportif,4,AR22655,Populus,nigra,Italica,Arbre adulte,,"Arbre inaccessible, dans une haie d'Ifs, circonférence estimée.",1987,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.17640252546226,5.72151587067972"
9913,ESP22657,AR22657,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1375,Prc Pompidou pelouse du bassin,4,AR22657,Cupressocyparis,leylandii,,Arbre adulte,,MODIF,1987,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,,,"45.177273358237144,5.720896301366804"
9917,ESP22658,AR22658,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP893,R du Mont Aiguille imm rond,4,AR22658,Populus,tremula,,Arbre adulte,,"Penché, houppier déporté dans le houppier du hêtre voisin",1987,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.16105916060349,5.720016638295623"
9928,ESP22661,AR22661,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1238,Av J O nord 140 RIA Chapitre,4,AR22661,Pinus,nigra,,Arbre adulte,,Lierre très abondant : tronc et collet non visibles. Nid de guêpes ou de frelons.,1995,,Haute,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.173947009736004,5.741184279237085"
9933,ESP22662,AR22662,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP510,R du 140 RIA f du Taillefer,4,AR22662,Acer,pseudoplatanus,,Arbre adulte,,,1982,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,Tige,,"45.17477330703721,5.741120682023075"
9937,ESP22663,AR22663,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP683,R P Mérimée la Bifurk,4,AR22663,Platanus,hispanica,,Arbre adulte,,"Arbre non accessible, collet et tronc non diagnostiqués",1978,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,Libre,Ville de Grenoble,,Libre,"45.17262911370154,5.728947972207043"
9946,ESP22665,AR22665,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1023,R Gén Mangin Alliés Jacquart,4,AR22665,Platanus,acerifolia,,Arbre adulte,,,1978,,,,,,,,,,,Grenoble Alpes Métropole,,Plus de 20 m,Libre,Métropole de Grenoble,,Libre,"45.17463099355371,5.717172953118292"
9950,ESP22666,AR22666,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1022,R Marquian MIN,4,AR22666,Platanus,acerifolia,,Arbre adulte,,Protection à mettre en place,1979,,,,,,,,,,,Grenoble Alpes Métropole,,Plus de 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.17093175716991,5.718812979390738"
9955,ESP22667,AR22667,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1022,R Marquian MIN,4,AR22667,Quercus,cerris,,Arbre jeune,,Reduire axes 2 à 2m au niveau de l'écorce incluse,1979,,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Libre,Métropole de Grenoble,,Libre,"45.169754627660026,5.717913818435157"
9959,ESP22668,AR22668,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1022,R Marquian MIN,4,AR22668,Platanus,acerifolia,,Arbre adulte,,,1979,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.17009534105296,5.718392720166744"
9961,ESP22669,AR22669,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1379,R R Lesage du 17 au 23,4,AR22669,Liquidambar,styraciflua,,Arbre adulte,,,1992,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.16972212528461,5.719603715894861"
9970,ESP22671,AR22671,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP180,Cargo Nord Est dans le gazon,4,AR22671,Carpinus,betulus,,Arbre adulte,,,2003,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.17318364706628,5.734295693687409"
9975,ESP22672,AR22672,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP743,Bd Foch Tram Marceau G Rivet,4,AR22672,Liriodendron,tulipifera,,Arbre adulte,,,2002,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Libre,Métropole de Grenoble,,Libre,"45.18112459919104,5.724539586153342"
9977,ESP22673,AR22673,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1381,Bd Foch Tram Lanoyerie Marceau,4,AR22673,Liriodendron,tulipifera,,Arbre adulte,,,2002,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Libre,Métropole de Grenoble,,Libre,"45.18061195377577,5.721002507087184"
9979,ESP22674,AR22674,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP423,Av Grande Chartreuse impair,4,AR22674,Magnolia,grandiflora,,Arbre adulte,,,1987,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.16330902380809,5.717825290976241"
9981,ESP22675,AR22675,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1094,Av Grande Chartreuse pair,4,AR22675,Magnolia,grandiflora,,Arbre adulte,,,1987,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.163156752982815,5.717789132420829"
9983,ESP22676,AR22676,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1095,Ave du Grand Serre impair,4,AR22676,Magnolia,grandiflora,,Arbre adulte,,,1997,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.16209976910631,5.718512903176781"
9985,ESP22677,AR22677,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP424,Pc Pompidou zone d'ébats,4,AR22677,Chamaecyparis,lawsoniana,Alumii,Arbre adulte,,MODIF,1987,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,Libre,Ville de Grenoble,,Libre,"45.17622679341933,5.722335375736705"
9986,ESP22678,AR22678,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP424,Pc Pompidou zone d'ébats,4,AR22678,Chamaecyparis,lawsoniana,,Arbre adulte,,MODIF,1987,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,,,"45.17608688047732,5.721972661691211"
9988,ESP22679,AR22679,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP515,Pc Pompidou al du parc face 03,4,AR22679,Platanus,acerifolia,,Arbre adulte,,Anciens rapprochements vers 4m - anthracnose - cavité ouverte au tronc avec bon bourrelet - cavité interne sur l'ensemble du tronc - petite cavité ouverte sur des têtes de chat - Cartographie du tronc (résistographe),1987,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.17625257879055,5.721966638037779"
9990,ESP22680,AR22680,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1242,Pc Pompidou al du parc 05 à 13,4,AR22680,Pinus,nigra,Austriaca,Arbre adulte,,Plaies de taille au tronc sans gravité,1987,,Haute,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,,,"45.176465747557714,5.720225494464343"
9992,ESP22681,AR22681,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1242,Pc Pompidou al du parc 05 à 13,4,AR22681,Platanus,acerifolia,,Arbre adulte,,,1987,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,Plus de 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.17644847237213,5.719602800707441"
9994,ESP22682,AR22682,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1375,Prc Pompidou pelouse du bassin,4,AR22682,Populus,nigra,Italica,Arbre adulte,,,1987,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.177394116412735,5.720422564553903"
30929,ESP31830,AR31830,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31830,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19044619780403,5.73872344221107"
30930,ESP31831,AR31831,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31831,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19049820027242,5.738721418785262"
30931,ESP31832,AR31832,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31832,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.1904612141609,5.738749024143333"
30942,ESP31834,AR31834,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31834,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19048853987328,5.738341458240718"
30943,ESP31835,AR31835,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31835,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.190537797352775,5.738283034953373"
30944,ESP31836,AR31836,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31836,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.190592955462826,5.738182072489269"
30945,ESP31837,AR31837,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP31821,Le Bastion zone boisée,2,AR31837,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.190495464511855,5.7385420816628185"
30946,ESP31838,AR31838,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP31821,Le Bastion zone boisée,2,AR31838,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19046966914472,5.73855880547191"
30947,ESP31839,AR31839,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP31821,Le Bastion zone boisée,2,AR31839,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19045844233603,5.738578988533996"
30948,ESP31840,AR31840,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP31821,Le Bastion zone boisée,2,AR31840,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.190483643926754,5.738587100217736"
30949,ESP31841,AR31841,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP31821,Le Bastion zone boisée,2,AR31841,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19050560273021,5.738567430312883"
30950,ESP31842,AR31842,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31842,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19052668556423,5.7388295092908646"
30951,ESP31843,AR31843,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31843,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.1905809771491,5.738887358718753"
30952,ESP31844,AR31844,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31844,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19059746871947,5.738973789789977"
30953,ESP31845,AR31845,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31845,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19057783817268,5.7389369364409335"
30954,ESP31846,AR31846,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31846,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.190535504060904,5.738910048005469"
30955,ESP31847,AR31847,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31847,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.190637191683834,5.739028180031221"
30956,ESP31848,AR31848,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31848,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.190586590607445,5.739020234746137"
30957,ESP31849,AR31849,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31849,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19057825763112,5.739041937488317"
30958,ESP31850,AR31850,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP31821,Le Bastion zone boisée,2,AR31850,Acer,pseudoplatanus,,Arbre adulte,,,1970,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,Tige,,"45.19060033432062,5.739058187922404"
4249,ESP21998,AR21998,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1200,Qu de France n 30 park,2,AR21998,Fraxinus,excelsior,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.193887879469685,5.721814852973053"
4254,ESP21999,AR21999,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP345,Rte de Lyon,2,AR21999,Trachycarpus,fortunei,,Arbre adulte,,,2000,,,,,Groupé,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Libre,Métropole de Grenoble,,Libre,"45.19812675663551,5.718270450607611"
4258,ESP22000,AR22000,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP807,Ec prim Jard de ville,2,AR22000,Aesculus,hippocastanum,,Arbre adulte,,,1981,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,Libre,Ecole,Tige,Libre,"45.19174263486279,5.726092875622643"
2229,ESP22001,AR22001,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP414,R Déportés Bourget  Mallifaud,4,AR22001,Cupressus,arizonica,Glauca,Arbre adulte,,MODIF,1993,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Libre,Métropole de Grenoble,,Libre,"45.18070063653443,5.728513103249289"
2232,ESP22002,AR22002,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP415,R du Mont Aiguille,4,AR22002,Cupressus,sempervirens,,Arbre adulte,,,1987,,,,,Alignement,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,Semi-libre,Métropole de Grenoble,,Semi-libre,"45.1610362327645,5.719721418048521"
